areaname, bookid, 开发企业名称, 开发资质证书号, 备注, 项目名称, 项目坐落, 预售房屋建筑面积, 土地使用权证号及用途, 住宅, 预售房屋栋号及层数, 商业用房, 发证时各栋已建层数, 办公用房统计, 预售房屋占用土地是否抵押, 其它, 预售款专用账户, 发证机关查询、投诉电话, 发证机关（盖章）, 有效期, 发证日期
广东省江门市商品房预售许可证, 编号:2018043, 江门市新会区粤航投资有限公司, 91440705082596898M, POS机;898440715200367, 大泽碧桂园三区12号楼（十八层）, 新会区大泽碧桂园凤凰花园12座, 10211.54平方米72套, 粤（2017）江门市不动产权第2033229号；城镇住宅用地商服用地, 10211.54平方米72套, 凤凰花园12座,18;, 0平方米0套, 恩平市恩城街道公仔水河南街23号1栋:0层，恩平市恩城街道公仔水河南街23号2栋:0层，恩平市恩城街道公仔水河南街23号3栋:0层，凤凰花园12座:0层，开平市水口镇潭江大道18号潭江首府1区19幢:0层，台城陈宜禧路北152号恒大名都22号楼:22层, 0平方米0套, 否, 0平方米0套, 1(898440715200367)广发银行股份有限公司新会支行(9550880208453400292), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年05月25日至2019年05月25日(过期无效), 2018年05月25日
广东省江门市商品房预售许可证, 编号:2018037, 江门市新会华悦房地产有限公司, 粤(江)房开证字第1211085号, , 华悦城市花园三期18号楼, 江门市新会区司前镇迎宾南路3号华悦城市花园18座, 7116.30平方米67套, 新国用（2015）第04823号；城镇住宅用地商服用地, 7116.30平方米67套, 华悦城市花园18座,17;, 0平方米0套, 恩平市东成镇东风南路85号阳光城丽景湾3栋:0层，华悦城市花园18座:0层，开平市长沙街道办事处侨园路139号侨林湾4幢:0层，台城台山碧桂园盈水翠苑十二街86号:0层，台城台山碧桂园盈水翠苑十二街88号:0层，台城台山碧桂园盈水翠苑十二街89号:0层，台城台山碧桂园盈水翠苑十二街90号:0层，台城台山碧桂园盈水翠苑十六街61号:0层，台城台山碧桂园盈水翠苑十六街63号:0层，台城台山碧桂园盈水翠苑十六街83号:0层，台城台山碧桂园盈水翠苑十六街89号:0层，台城台山碧桂园盈水翠苑十六街91号:0层，台城台山碧桂园盈水翠苑十六街93号:0层，台城台山碧桂园盈水翠苑十三街61号:0层，台城台山碧桂园盈水翠苑十三街62号:0层，台城台山碧桂园盈水翠苑十三街63号:0层，台城台山碧桂园盈水翠苑十三街66号:0层，台城台山碧桂园盈水翠苑十三街68号:0层，台城台山碧桂园盈水翠苑十三街80号:0层, 0平方米0套, 否, 0平方米0套, 江门市新会农村商业银行股份有限公司司前支行(80020000011866434)江门新会农村商业银行股份有限公司司前支行(POS:897589115200224), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年05月18日至2020年05月18日(过期无效), 2018年05月18日
广东省江门市商品房预售许可证, 编号:2018039, 新会鸿盛地产发展有限公司, 粤（江）房开证字第1210124号, , 富力英皇金禧花园D栋, 江门市新会区会城银港大道43号金禧花园D栋, 9996.95平方米107套, 粤（2017）江门市不动产权第2016619号；城镇住宅用地商服用地, 9996.95平方米107套, 金禧花园4座：27层, 0平方米0套, 恩平市恩城街道紫荆街3号敏捷翡翠华府5栋:12层，开平市水口镇潭江大道18号潭江首府1区1幢:0层，台城陈宜禧路北152号恒大名都24号楼:1层，新会会城银港大道金禧花园4座:0层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司江门新会支行(44380001040025254), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年05月18日至2020年05月18日(过期无效), 2018年05月18日
广东省江门市商品房预售许可证, 编号:2018038, 新会鸿盛地产发展有限公司, 粤（江）房开证字第1210124号, , 富力英皇金禧花园C栋, 江门市新会区会城银港大道43号金禧花园C栋, 10085.85平方米108套, 粤（2017）江门市不动产权第2016619号；城镇住宅用地商服用地, 10085.85平方米108套, 金禧花园3座：27层, 0平方米0套, 恩平市恩城街道紫荆街1号碧桂园世纪城12栋:0层，恩平市恩城街道紫荆街1号碧桂园世纪城13栋:0层，恩平市恩城街道紫荆街1号碧桂园世纪城8栋:0层，恩平市恩城街道紫荆街1号碧桂园世纪城9栋:0层，开平市长沙街道开平大道1号16幢2座:0层，台城陈宜禧路北152号恒大名都23号楼:22层，新会区会城银港大道43号金禧花园3座:0层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司江门新会支行(44380001040025254), 0750-6607610, 江门市新会区住房和城乡建设局, 自2019年05月18日至2020年05月18日(过期无效), 2018年05月18日
广东省江门市商品房预售许可证, 编号:2018035, 江门市新会区粤航投资有限公司, 91440705082596898M, POS机;898440715200367, 大泽碧桂园三区2-10号楼, 新会区大泽碧桂园凤凰花园2-10座, 5706.52平方米18套, 粤（2017）江门市不动产权第2033229号；城镇住宅用地商服用地, 5706.52平方米18套, 3座,4;2座,3;10座,3;9座,3;8座,3;7座,3;6座,3;5座,3;4座,3;, 0平方米0套, 10座:0层，2座:0层，3座:0层，4座:0层，5座:0层，6座:0层，7座:0层，8座:0层，9座:0层，恩平市恩城龙泉路22号南湾半岛20栋:11层，开平市三埠街道办事处龙安路8号3幢:0层, 0平方米0套, 否, 0平方米0套, 1(898440715200367)广发银行股份有限公司新会支行(9550880208453400292), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年05月14日至2019年05月14日(过期无效), 2018年05月14日
广东省江门市商品房预售许可证, 编号:2018036, 江门市新会新宝成建筑安装工程有限公司, 91440705194121934X, , 华苑楼（九层）, 罗坑镇罗坑社区育才路11号2座, 4636.59平方米70套, 新国用（2015）第00992号；城镇住宅用地商服用地, 3936.29平方米56套, 育才路11号2座,9;, 0平方米0套, 恩平市东成镇泉林一街1号枫景湾3栋:12层，恩平市东成镇泉林一街1号枫景湾4栋:12层，恩平市东成镇泉林一街1号枫景湾9栋:7层，开平市长沙街道科展路8号轩汇豪庭32幢:0层，开平市长沙街道科展路8号轩汇豪庭33幢:0层，罗坑镇罗坑社区育才路11号2座:0层，台城陈宜禧路南263号台山碧桂园盛世华府二街12座:0层, 0平方米0套, 否, 700.30平方米14套, 江门新会农村商业银行股份有限公司罗坑支行(80020000006722512), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年05月14日至2019年05月14日(过期无效), 2018年05月14日
广东省江门市商品房预售许可证, 编号:2018040, 江门市众力房地产有限公司, 粤（江）房开证字第1211113号, , 珑城半山高层住宅区15座, 新会区会城大道28号珑城半山15座, 14734.58平方米120套, 新国用（2013）第00473号；城镇住宅用地商服用地, 14734.58平方米120套, 珑城半山15座,32;, 0平方米0套, 恩平市恩城街道紫荆街3号敏捷翡翠华府8栋:12层，会城大道28号珑城半山15座:0层，开平市水口镇潭江大道18号潭江首府1区2幢:0层，台城陈宜禧路北152号恒大名都28号楼:22层, 0平方米0套, 否, 0平方米0套, 1(897589115200226)江门农村商业银行股份有限公司环城支行(80020000011969643), 0750-6607610, 江门市新会区住房和城乡建设局, 自2019年05月25日至2020年05月25日(过期无效), 2018年05月05日
广东省江门市商品房预售许可证, 编号:2018033, 江门市新会区中盈发展有限公司, 粤（江）房开证字第1211093号, , 金海湾雅苑2#(6座）, 江门市新会区会城今华路63号6座, 5776.92平方米67套, 新国用（2006）第01834号；城镇混合住宅用地, 5776.92平方米67套, 会城今华路63号6座：0层, 0平方米0套, 恩平市恩城街道紫荆街3号敏捷翡翠华府2栋:12层，会城今华路63号6座:0层，开平市长沙街道东汇南路2号1幢:0层，开平市长沙街道东汇南路2号2幢:0层，台城鹏权路2号名门誉景花苑2幢:23层, 0平方米0套, 否, 0平方米0套, 1(POS:201246010206)中国工商银行股份有限公司江门新会第二支行(2012003929024609780), 0750-6607610, 江门市新会区住房和城乡建设局, 自2019年04月26日至2020年04月26日(过期无效), 2018年04月26日
广东省江门市商品房预售许可证, 编号:2018031, 江门市众力房地产有限公司, 粤（江）房开证字第1211113号, , 珑城半山高层住宅区16座, 新会区会城大道28号珑城半山16座, 13412.22平方米120套, 新国用（2013）第00473号；城镇住宅用地商服用地, 13412.22平方米120套, 珑城半山16座,32;, 0平方米0套, 恩平市恩城紫荆街1号碧桂园世纪城6栋:0层，恩平市恩城紫荆街1号碧桂园世纪城7栋:0层，会城大道28号珑城半山16座:0层，开平市翠山湖新区西湖一路2号10幢:0层，开平市翠山湖新区西湖一路2号9幢:0层，台城台山碧桂园盈水翠苑十二街82号:0层，台城台山碧桂园盈水翠苑十二街83号:0层，台城台山碧桂园盈水翠苑十六街33号:0层，台城台山碧桂园盈水翠苑十六街38号:0层，台城台山碧桂园盈水翠苑十六街39号:0层，台城台山碧桂园盈水翠苑十六街60号:0层，台城台山碧桂园盈水翠苑十六街69号:0层，台城台山碧桂园盈水翠苑十六街81号:0层，台城台山碧桂园盈水翠苑十三街33号:0层，台城台山碧桂园盈水翠苑十三街39号:0层, 0平方米0套, 否, 0平方米0套, 1(897589115200226)江门农村商业银行股份有限公司环城支行(80020000011969643), 0750-6607610, 江门市新会区住房和城乡建设局, 自2019年04月26日至2020年04月26日(过期无效), 2018年04月26日
广东省江门市商品房预售许可证, 编号:2018032, 江门市金牛房地产开发实业有限公司, 粤(江)房开证字第1211020号, POS:201246010224, 汇侨新城（四期）32座, 会城冈州大道西2号汇侨花园36座, 4548.32平方米48套, 新国用（2007）第02995号；城镇混合住宅用地, 4548.32平方米48套, 汇侨花园36座,17;, 0平方米0套, 恩平市恩城街道紫荆街3号敏捷翡翠华府1栋:12层，汇侨花园36座:0层，开平市三埠街道办事处新兴路12号骏景湾豪庭18幢:0层，台城陈宜禧路南265号保利公馆2号楼:0层，台城陈宜禧路南265号保利公馆3号楼:0层, 0平方米0套, 否, 0平方米0套, 中国工商银行股份有限公司江门新会第二支行(POS:201246010224)中国工商银行股份有限公司江门新会第二支行(2012004829024871887), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年04月26日至2020年04月26日(过期无效), 2018年04月26日
广东省江门市商品房预售许可证, 编号:2018030, 江门市新会区粤航投资有限公司, 粤（江）房开证字第1210126号, , 大泽碧桂园三区13号楼（十七层）, 大泽碧桂园凤凰花园13座, 5853.72平方米47套, 粤（2017）江门市不动产权第2033229号；城镇住宅用地商服用地, 5853.72平方米47套, , 0平方米0套, 恩平市恩城紫荆街1号碧桂园世纪城1栋:0层，恩平市恩城紫荆街1号碧桂园世纪城3栋:0层，恩平市恩城紫荆街1号碧桂园世纪城4栋:0层，恩平市恩城紫荆街1号碧桂园世纪城5栋:0层，凤凰花园13座:0层，开平市三埠街道办事处南环中路22号盛安时尚家4幢:0层，台城石花北路23号东方华庭3号楼1梯:0层，台城石花北路23号东方华庭3号楼2梯:0层, 0平方米0套, 否, 0平方米0套, 1(898440715200367)广发银行股份有限公司新会支行(9550880208453400292), 0750-6607610, 江门市新会区住房和城乡建设局, 自2019年04月26日至2020年04月26日(过期无效), 2018年04月26日
广东省江门市商品房预售许可证, 编号:2018029, 江门市新会区鸿图房地产开发有限公司, 粤（江）房开证字第1210121号, , 逸峰华府-1#住宅, 大泽镇兴泽路1号逸峰华府3座, 6378.28平方米66套, 粤（2017）江门市不动产权第2006975号；城镇住宅用地商服用地, 6378.28平方米66套, 逸峰华府3座,17;, 0平方米0套, 恩平市恩城街道锦江大道中87号建安御锦珑湾领汇23栋:0层，开平市三埠街道办事处富强路8号金色家园1幢:0层，台城台山碧桂园盈水翠苑十二街63号:0层，台城台山碧桂园盈水翠苑十二街66号:0层，台城台山碧桂园盈水翠苑十二街68号:0层，台城台山碧桂园盈水翠苑十二街69号:0层，台城台山碧桂园盈水翠苑十二街80号:0层，台城台山碧桂园盈水翠苑十二街81号:0层，台城台山碧桂园盈水翠苑十六街10号:0层，台城台山碧桂园盈水翠苑十六街12号:0层，台城台山碧桂园盈水翠苑十六街16号:0层，台城台山碧桂园盈水翠苑十六街18号:0层，台城台山碧桂园盈水翠苑十六街20号:0层，台城台山碧桂园盈水翠苑十六街21号:0层，台城台山碧桂园盈水翠苑十六街22号:0层，台城台山碧桂园盈水翠苑十六街23号:0层，台城台山碧桂园盈水翠苑十六街26号:0层，台城台山碧桂园盈水翠苑十六街28号:0层，台城台山碧桂园盈水翠苑十六街29号:0层，台城台山碧桂园盈水翠苑十六街2号:0层，台城台山碧桂园盈水翠苑十六街30号:0层，台城台山碧桂园盈水翠苑十六街31号:0层，台城台山碧桂园盈水翠苑十六街32号:0层，台城台山碧桂园盈水翠苑十六街36号:0层，台城台山碧桂园盈水翠苑十六街62号:0层，台城台山碧桂园盈水翠苑十六街66号:0层，台城台山碧桂园盈水翠苑十六街68号:0层，台城台山碧桂园盈水翠苑十六街6号:0层，台城台山碧桂园盈水翠苑十六街80号:0层，台城台山碧桂园盈水翠苑十六街8号:0层，台城台山碧桂园盈水翠苑十三街13号:0层，台城台山碧桂园盈水翠苑十三街19号:0层，台城台山碧桂园盈水翠苑十三街21号:0层，台城台山碧桂园盈水翠苑十三街23号:0层，台城台山碧桂园盈水翠苑十三街28号:0层，台城台山碧桂园盈水翠苑十三街29号:0层，台城台山碧桂园盈水翠苑十三街30号:0层，台城台山碧桂园盈水翠苑十三街31号:0层，台城台山碧桂园盈水翠苑十三街32号:0层，台城台山碧桂园盈水翠苑十三街36号:0层，逸峰华府3座:0层, 0平方米0套, 否, 0平方米0套, 江门市新会农村商业银行股份有限公司大泽支行(80020000011626538)江门新会农村商业银行股份有限公司大泽支行(897589115200213), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年04月19日至2020年04月19日(过期无效), 2018年04月29日
广东省江门市商品房预售许可证, 编号:2018027, 江门博富置业发展有限公司, 91440705324902553T, POS:309440715200012, 江门富力·南湖壹品A6栋(二十九层）, 会城今洲路18号南湖壹品花园2座, 12393.79平方米116套, 粤2017江门市不动产权第2012272号；城镇住宅用地商服用地, 12393.79平方米116套, 南湖壹品花园2座,29;, 0平方米0套, 恩平市东成镇东风南路51号金湖湾8栋:0层，恩平市东成镇东风南路51号金湖湾9栋:0层，开平市三埠街道办事处龙安路8号2幢:0层，南湖壹品花园2座:0层，台城凤凰大道88号台山碧桂园盛世花园4号楼:0层, 0平方米0套, 否, 0平方米0套, 1(309440715200012)兴业银行股份有限公司江门新会支行(398020100100039035)兴业银行股份有限公司江门新会支行(39802010010003903501)兴业银行新会支行(39802010010003903501), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年04月17日至2020年04月17日(过期无效), 2018年04月18日
广东省江门市商品房预售许可证, 编号:2018028, 江门市益江房地产开发有限公司, 粤(江)房开证字第1211141号, , 逸朗华府2#楼, 三江镇利生二路3号逸朗华府4座, 7237.79平方米66套, 新国用（2014）第06302号；城镇住宅用地, 7237.79平方米66套, 逸朗华府4座,18;, 0平方米0套, 碧桂园·翡翠湾盛世星钻一街6幢:0层，碧桂园·翡翠湾盛世星钻一街7幢:0层，恩平市恩城街道锦江大道中87号建安御锦珑湾领汇19栋:0层，三江镇利生二路3号逸朗华府4座:0层，台城仁孝路龙腾豪园21号:12层, 0平方米0套, 否, 0平方米0套, 江门农村商业银行股份有限公司三江支行(80020000011562118)1(897589115200216), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年04月17日至2020年04月17日(过期无效), 2018年04月17日
广东省江门市商品房预售许可证, 编号:2018026, 江门市新会区金隆房地产开发有限公司, 914407057278408879, POS机号：898440715200365, 海悦君庭12#（十七层）, 江门市新会区会城三和大道南9号海悦君庭11座, 6559.83平方米66套, 粤（2017）江门市不动产权第2016702号；城镇住宅用地商服用地, 6559.83平方米66套, 海悦君庭11座,17;, 0平方米0套, 恩平市东成镇东风南路51号金湖湾1栋:0层，恩平市东成镇东风南路51号金湖湾2栋:0层，江门市新会区会城三和大道南9号海悦君庭11座:0层，开平市三埠街道办事处南环中路22号盛安时尚家3幢:0层，台城海湾路金海湾13号楼:0层, 0平方米0套, 否, 0平方米0套, 1(898440715200365)广东华兴银行股份有限公司江门新会支行(808880100005425), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年04月04日至2019年04月04日(过期无效), 2018年04月04日
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2018022, 江门市信璟房地产有限公司, 914407053042205989, POS:104440715200101, 盛河湾商住小区1#楼, 司前镇新开七路33号盛河名轩2座, 2236.41平方米18套, 新国用（2014）第07248号；城镇住宅用地商服用地, 2236.41平方米18套, 盛河名轩2座,10;, 0平方米0套, 恩平市恩城新平北路101号汇银江南富湾27栋:25层，广海镇新城一路21.22号新城花园14幢:0层，开平市长沙街道办事处侨园路139号侨林湾3幢:0层，盛河名轩2座:0层, 0平方米0套, 否, 0平方米0套, 1(104440715200101)中国银行股份有限公司江门司前支行(701669668412), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年03月28日至2019年03月28日(过期无效), 2018年03月29日
广东省江门市商品房预售许可证, 编号:2018021, 江门市信璟房地产有限公司, 粤（江）房开证字第1210109号, 预售证申请延期, 盛河湾商住小区12#楼, 司前镇新开七路33号盛河名轩1座, 2229.93平方米18套, 新国用（2014）第07248号；城镇住宅用地商服用地, 2229.93平方米18套, 盛河名轩1座,10;, 0平方米0套, 广海镇新城一路22号新城花园13幢:0层，开平市水口镇振东路1号骏景华庭10幢:0层，开平市水口镇振东路1号骏景华庭11幢:0层，开平市水口镇振东路1号骏景华庭9幢:0层，盛河名轩1座:0层, 0平方米0套, 否, 0平方米0套, 中国银行股份有限公司江门司前支行(636669619533)中国银行股份有限公司江门司前支行(POS：104440715200094), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年03月28日至2020年03月28日(过期无效), 2018年03月28日
广东省江门市商品房预售许可证, 编号:2018023, 江门市信璟房地产有限公司, 粤（江）房开证字第1210109号, 预售证申请延期, 盛河湾商住小区2#楼, 司前镇新开七路33号盛河名轩3座, 2236.41平方米18套, 新国用（2014）第07248号；城镇住宅用地商服用地, 2236.41平方米18套, 盛河名轩3座,10;, 0平方米0套, 恩平市恩城新平北路101号汇银江南富湾28栋:25层，开平市三埠街道办事处龙安路8号1幢:0层，盛河名轩3座:0层，台城海湾路金海湾16号:0层, 0平方米0套, 否, 0平方米0套, 中国银行股份有限公司江门司前支行(715969667572)中国银行股份有限公司江门司前支行(POS:104440715200100), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年03月28日至2020年03月28日(过期无效), 2018年03月28日
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2018019, 江门市新会区金隆房地产开发有限公司, 914407057278408879, POS机号：898440715200363, 海悦君庭11#（十七层）, 江门市新会区会城三和大道南9号海悦君庭10座, 6471.06平方米65套, 粤（2017）江门市不动产权第2016702号；城镇住宅用地商服用地, 6471.06平方米65套, 海悦君庭10座,17;, 0平方米0套, 碧桂园·翡翠湾盛世星钻一街1幢:0层，恩平市东成镇泉林一街1号枫景湾7栋:0层，江门市新会区会城三和大道南9号海悦君庭10座:0层，台城陈宜禧路南263号台山碧桂园盛世华府一街3座:0层, 0平方米0套, 否, 0平方米0套, 1(898440715200363)广东华兴银行股份有限公司江门新会支行(808880100005416), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年03月23日至2019年03月23日(过期无效), 2018年03月23日
广东省江门市商品房预售许可证, 编号:2018016, 江门市新会区中盈发展有限公司, 粤（江）房开证字第1211093号, , 金海湾雅苑3#楼（5座）, 江门市新会区会城今华路63号, 5759.01平方米67套, 新国用（2006）第01834号；城镇混合住宅用地, 5759.01平方米67套, , 0平方米0套, 恩平市东成镇泉林一街1号枫景湾6栋:12层，会城今华路63号5座:0层，开平市三埠街道办事处南环中路22号盛安时尚家6幢:0层，开平市三埠街道办事处南环中路22号盛安时尚家7幢:0层，台城凤凰大道63号骏景湾豪庭21幢:0层, 0平方米0套, 否, 0平方米0套, 1(201246010206)中国工商银行股份有限公司江门新会第二支行(2012003929024609780), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年03月16日至2020年03月16日(过期无效), 2018年03月19日
广东省江门市商品房预售许可证, 编号:2018018, 江门市新会区中盈发展有限公司, 91440705617721203A, POS:201246010206, 金海湾雅苑1#楼（8座）, 江门市新会区会城今华路63号, 3276.63平方米40套, 新国用（2006）第01834号；城镇混合住宅用地, 3276.63平方米40套, 会城今华路63号8座,10;, 0平方米0套, 碧桂园·翡翠湾盛世星钻一街3幢:0层，恩平市恩城紫荆街1号碧桂园世纪城2栋:0层，会城今华路63号8座:0层，台城凤凰大道88号台山碧桂园盛世花园7号楼:0层, 0平方米0套, 否, 0平方米0套, 1(201246010206)中国工商银行股份有限公司江门新会第二支行(2012003929024609780), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年03月16日至2019年03月16日(过期无效), 2018年03月19日
广东省江门市商品房预售许可证, 编号:江预许字第2018017, 江门市新会区中盈发展有限公司, 粤（江）房开证字第1211093号, , 金海湾雅苑1#（7座）, 江门市新会区会城今华路63号, 3276.63平方米40套, 新国用（2006）第01834号；城镇混合住宅用地, 3276.63平方米40套, 会城今华路63号7座：0层, 0平方米0套, 会城今华路63号7座:0层，江门市江海区天鹅湾爱琴苑23、24栋，35号:0层, 0平方米0套, 否, 0平方米0套, 中国工商银行股份有限公司江门新会第二支行(2012003929024609780)中国工商银行股份有限公司江门新会第二支行(POS:201246010206), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年03月16日至2020年03月16日(过期无效), 2018年03月19日
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2018014, 江门市汇联地产有限公司, 粤(江)房开证字第1211144号, , 城市名庭7座, 会城大道23号城市名庭20座, 11338.76平方米112套, 新国用（2015）第01912号；城镇住宅用地商服用地, 11338.76平方米112套, 城市名庭20座,28;, 0平方米0套, 城市名庭20座:0层，恩平市恩城街道锦江大道中87号建安御锦珑湾领汇18栋:0层，开平市三埠街道办事处和安路26号百润花园5幢:0层，台城凤凰大道63号骏景湾豪庭19幢:0层, 0平方米0套, 否, 0平方米0套, 中国工商银行股份有限公司江门德兴支行(2012063629022120001), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年03月09日至2020年03月09日(过期无效), 2018年03月09日
广东省江门市商品房预售许可证, 编号:2018012, 江门市新会区文德房地产开发有限公司, 914407050MA4UUNKW7B, POS机号：898440715200314, 新会碧桂园八期5、8号楼商铺(二层）, 江门市新会区会城源清路39号, 2740.71平方米25套, 粤（2016） 江门市不动产权第2017389号；城镇住宅用地商服用地, 0平方米0套, 会城源清路39号,2;, 0平方米0套, 端芬镇端同路东方御璟苑5座:6层，恩平市恩城新平北路213号富盈阳光新城4栋:0层，会城源清路39号:0层，开平市三埠街道办事处新兴路12号骏景湾豪庭11幢:0层, 0平方米0套, 否, 2740.71平方米25套, 1(898440715200314)中国农业银行股份有限公司江门新会支行(44384201040004830), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年02月08日至2019年02月08日(过期无效), 2018年02月08日
广东省江门市商品房预售许可证, 编号:2018012, 江门市新会区文德房地产开发有限公司, 914407050MA4UUNKW7B, POS机号：898440715200314, 新会碧桂园八期5、8号楼商铺(二层）, 江门市新会区会城源清路39号, 2740.71平方米25套, 粤（2016） 江门市不动产权第2017389号；城镇住宅用地商服用地, 0平方米0套, 会城源清路39号,2;, 0平方米0套, 端芬镇端同路东方御璟苑5座:6层，恩平市恩城新平北路213号富盈阳光新城4栋:0层，会城源清路39号:0层，开平市三埠街道办事处新兴路12号骏景湾豪庭11幢:0层, 0平方米0套, 否, 2740.71平方米25套, 1(898440715200314)中国农业银行股份有限公司江门新会支行(44384201040004830), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年02月08日至2019年02月08日(过期无效), 2018年02月08日
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2018009, 江门市新会区金隆房地产开发有限公司, 914407057278408879, POS机号：898440715200364, 海悦君庭10#（十七层）, 江门市新会区会城三和大道南9号海悦君庭9座, 6549.04平方米66套, 粤（2017）江门市不动产权第2016702号；城镇住宅用地商服用地, 6549.04平方米66套, 海悦君庭9座,17;, 0平方米0套, 恩平市君堂镇江洲圩锦华路8号雅鸿苑5幢:0层，恩平市君堂镇江洲圩锦华路8号雅鸿苑6栋:0层，江门市新会区会城三和大道南9号海悦君庭9座:0层，开平市三埠街道办事处沿江东路127号领美公馆1幢:0层，开平市三埠街道办事处沿江东路127号领美公馆2幢:0层，台城舜德路95号文华雅诗商业大厦:3层, 0平方米0套, 否, 0平方米0套, 1(898440715200364)广东华兴银行股份有限公司江门新会支行(808880100005407), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年01月26日至2019年01月26日(过期无效), 2018年01月26日
广东省江门市商品房预售许可证, 编号:2018008, 江门市新会区金隆房地产开发有限公司, 914407057278408879, POS机号：898440715200366, 海悦君庭9#（十七层）, 江门市新会区会城三和大道南9号海悦君庭8座, 6660.40平方米66套, 粤（2017）江门市不动产权第2016702号；城镇住宅用地商服用地, 6382.24平方米64套, 海悦君庭8座,17;, 0平方米0套, 恩平市恩城新平北路101号汇银江南富湾23栋:23层，江门市新会区会城三和大道南9号海悦君庭8座:0层，开平市三埠街道办事处沿江东路127号领美公馆3幢:0层，台城舜德路95号文华雅诗2号楼:18层, 0平方米0套, 否, 278.16平方米2套, 1(898440715200366)广东华兴银行股份有限公司江门新会支行(808880100005399), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年01月26日至2019年01月26日(过期无效), 2018年01月26日
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2018005, 江门市新会区中盈发展有限公司, 91440705617721203A, POS:201246010206, 金海湾雅苑4#(2座), 会城今华路63号2座, 3601.32平方米44套, 新国用（2006）第01833号；城镇混合住宅用地, 3601.32平方米44套, 会城今华路63号2座,11;, 0平方米0套, 恩平市东成镇泉林一街1号5栋:0层，会城今华路63号2座:0层，台城陈宜禧路沃华时代广场6幢:22层，台城陈宜禧路沃华时代广场7幢:22层, 0平方米0套, 否, 0平方米0套, 1(201246010206)中国工商银行股份有限公司江门新会第二支行(2012003929024609780), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年01月18日至2019年01月18日(过期无效), 2018年01月19日
广东省江门市商品房预售许可证, 编号:2018004, 江门市新会区中盈发展有限公司, 91440705617721203A, POS:201246010206, 金海湾雅苑4#楼（1座）, 会城今华路63号1座, 3610.10平方米44套, 新国用（2006）第01833号；城镇混合住宅用地, 3531.04平方米43套, 会城今华路63号1座,11;, 0平方米0套, 恩平市恩城恩洲工业大道中33号1栋:6层，会城今华路63号1座:0层，开平市三埠街道办事处和安路26号百润花园6幢:0层，台城陈宜禧路南265号保利公馆5号楼:0层，台城陈宜禧路南265号保利公馆6号楼:0层, 0平方米0套, 否, 79.06平方米1套, 1(201246010206)中国工商银行股份有限公司江门新会第二支行(2012003929024609780), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年01月18日至2019年01月18日(过期无效), 2018年01月19日
